"Risk","Table","File","Line","Snippet","Note"
"OK","accounts","includes/journal_voucher.php","483","$chk = $pdo->prepare('SELECT id FROM accounts WHERE id = ? LIMIT 1');","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context"
"OK","journal_vouchers","includes/journal_voucher.php","580","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([$vid]);","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context"
"OK","journal_vouchers","includes/journal_voucher.php","657","$ex = $pdo->prepare('SELECT id FROM journal_vouchers WHERE id = ? LIMIT 1');","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context"
"OK","accounts","includes/journal_voucher.php","720","$chk = $pdo->prepare('SELECT id FROM accounts WHERE id = ? LIMIT 1');","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context"
"OK","journal_vouchers","includes/journal_voucher.php","771","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","JOIN in orange_voucher_account_totals* with country bind in same SQL builder"
"OK","journal_vouchers","includes/journal_voucher.php","824","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","JOIN in orange_voucher_account_totals* with country bind in same SQL builder"
"OK","journal_vouchers","includes/journal_voucher.php","873","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id","JOIN in orange_voucher_account_totals* with country bind in same SQL builder"
"LOW","journal_vouchers","includes/order_fulfillment.php","487","$st = $pdo->prepare('SELECT 1 FROM journal_vouchers WHERE reference LIKE ? LIMIT 1');","order_number reference LIKE — order numbers globally unique per shop"
"LOW","journal_vouchers","includes/party_subledger.php","192","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind"
"LOW","journal_vouchers","includes/party_subledger.php","241","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind"
"OK","journal_vouchers","includes/year_end_close.php","30","$stChk = $pdo->prepare('SELECT id FROM journal_vouchers WHERE reference IN (?,?,?,?) LIMIT 1');","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals"
"OK","accounts","includes/year_end_close.php","93","$chk = $pdo->prepare('SELECT id FROM accounts WHERE id = ? LIMIT 1');","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals"
"OK","journal_vouchers","includes/year_end_close.php","222","'SELECT id FROM journal_vouchers WHERE reference IN (?,?,?,?) OR (fiscal_year_id = ? AND entry_...","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals"
"OK","journal_vouchers","includes/year_end_close.php","238","$pdo->prepare(""DELETE FROM journal_vouchers WHERE id IN ($delPh)"")->execute($ids);","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals"
"MAINT","accounts","scripts/migrations/010_remove_analytical_coa_root.sql","3","DELETE FROM accounts","Migration/maintenance script — intentional global"
"MAINT","accounts","scripts/migrations/010_remove_analytical_coa_root.sql","6","AND NOT EXISTS (SELECT 1 FROM accounts AS c WHERE c.parent_id = accounts.id);","Migration/maintenance script — intentional global"
"MAINT","accounts","scripts/migrations/011_ensure_off_balance_coa_root.sql","18","FROM accounts AS a","Migration/maintenance script — intentional global"
"MED","journal_vouchers","scripts/maintenance_empty_accounts_reset_autoincrement.sql","23","DELETE FROM journal_vouchers;","Needs manual review"
"MED","accounts","scripts/maintenance_empty_accounts_reset_autoincrement.sql","32","DELETE FROM accounts;","Needs manual review"
"MAINT","accounts","scripts/mysql-strong-integrity.sql","25","--   LEFT JOIN accounts a ON a.id = jl.account_id WHERE jl.account_id IS NOT NULL AND a.id IS N...","Integrity check script"
