"Risk","Note","Table","File","Line","Snippet"
"OK","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context","accounts","includes/journal_voucher.php","483","$chk = $pdo->prepare('SELECT id FROM accounts WHERE id = ? LIMIT 1');"
"OK","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context","journal_vouchers","includes/journal_voucher.php","580","$pdo->prepare('DELETE FROM journal_vouchers WHERE id = ?')->execute([$vid]);"
"OK","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context","journal_vouchers","includes/journal_voucher.php","657","$ex = $pdo->prepare('SELECT id FROM journal_vouchers WHERE id = ? LIMIT 1');"
"OK","Single voucher by PK; caller asserts country via orange_journal_voucher_assert_admin_context","accounts","includes/journal_voucher.php","720","$chk = $pdo->prepare('SELECT id FROM accounts WHERE id = ? LIMIT 1');"
"OK","JOIN in orange_voucher_account_totals* with country bind in same SQL builder","journal_vouchers","includes/journal_voucher.php","771","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id"
"OK","JOIN in orange_voucher_account_totals* with country bind in same SQL builder","journal_vouchers","includes/journal_voucher.php","824","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id"
"OK","JOIN in orange_voucher_account_totals* with country bind in same SQL builder","journal_vouchers","includes/journal_voucher.php","873","INNER JOIN journal_vouchers jv ON jv.id = jl.voucher_id"
"LOW","order_number reference LIKE — order numbers globally unique per shop","journal_vouchers","includes/order_fulfillment.php","487","$st = $pdo->prepare('SELECT 1 FROM journal_vouchers WHERE reference LIKE ? LIMIT 1');"
"LOW","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind","journal_vouchers","includes/party_subledger.php","192","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id"
"LOW","Party statement JOIN — filtered by party_id; party rows are country-scoped; optional hardening: add jv.country_id bind","journal_vouchers","includes/party_subledger.php","241","INNER JOIN journal_vouchers jv ON jv.id = ps.voucher_id"
"OK","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals","journal_vouchers","includes/year_end_close.php","30","$stChk = $pdo->prepare('SELECT id FROM journal_vouchers WHERE reference IN (?,?,?,?) LIMIT 1');"
"OK","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals","accounts","includes/year_end_close.php","93","$chk = $pdo->prepare('SELECT id FROM accounts WHERE id = ? LIMIT 1');"
"OK","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals","journal_vouchers","includes/year_end_close.php","222","'SELECT id FROM journal_vouchers WHERE reference IN (?,?,?,?) OR (fiscal_year_id = ? AND entry_..."
"OK","YEC refs include fiscalYearId; totals via scoped orange_voucher_account_totals","journal_vouchers","includes/year_end_close.php","238","$pdo->prepare(""DELETE FROM journal_vouchers WHERE id IN ($delPh)"")->execute($ids);"
"MAINT","Migration/maintenance script — intentional global","accounts","scripts/migrations/010_remove_analytical_coa_root.sql","3","DELETE FROM accounts"
"MAINT","Migration/maintenance script — intentional global","accounts","scripts/migrations/010_remove_analytical_coa_root.sql","6","AND NOT EXISTS (SELECT 1 FROM accounts AS c WHERE c.parent_id = accounts.id);"
"MAINT","Migration/maintenance script — intentional global","accounts","scripts/migrations/011_ensure_off_balance_coa_root.sql","18","FROM accounts AS a"
"MED","Needs manual review","journal_vouchers","scripts/maintenance_empty_accounts_reset_autoincrement.sql","23","DELETE FROM journal_vouchers;"
"MED","Needs manual review","accounts","scripts/maintenance_empty_accounts_reset_autoincrement.sql","32","DELETE FROM accounts;"
"MAINT","Integrity check script","accounts","scripts/mysql-strong-integrity.sql","25","--   LEFT JOIN accounts a ON a.id = jl.account_id WHERE jl.account_id IS NOT NULL AND a.id IS N..."
